i,latencyope,time
7899,238.299996,1.461249
7900,175.373003,1.461430
7901,156.655005,1.461595
7902,156.794995,1.461756
7903,151.417000,1.461912
7904,157.913004,1.462075
7905,156.376002,1.462236
7906,154.699999,1.462395
7907,156.864000,1.462557
7908,156.864000,1.462752
7909,165.595004,1.462923
7910,155.397996,1.463082
7911,154.210007,1.463241
7912,154.070003,1.463399
7913,156.933995,1.463561
7914,157.912000,1.463723
7915,152.883003,1.463881
7916,153.792003,1.464040
7917,153.860994,1.464198
7918,155.536996,1.464358
7919,219.930997,1.464582
7920,349.907001,1.464940
7921,304.301007,1.465254
7922,213.506006,1.465476
7923,243.817994,1.465727
7924,191.436004,1.465927
7925,184.103003,1.466117
7926,191.087005,1.466312
7927,185.500001,1.466503
7928,188.432998,1.466696
7929,186.966994,1.466888
7930,182.706004,1.467075
7931,188.852006,1.467269
7932,185.779005,1.467460
7933,187.035999,1.467651
7934,189.690007,1.467846
7935,187.665006,1.468038
7936,189.340994,1.468232
7937,184.801000,1.468421
7938,198.071997,1.468625
7939,193.251995,1.468823
7940,186.197998,1.469014
7941,188.082995,1.469206
7942,183.124997,1.469395
7943,182.496005,1.469582
7944,188.363003,1.469775
7945,184.242002,1.469964
7946,185.708996,1.470154
7947,184.103003,1.470343
7948,188.153994,1.470536
7949,187.386002,1.470728
7950,185.500001,1.470918
7951,186.966994,1.471110
7952,184.660996,1.471300
7953,186.966994,1.471491
7954,184.032993,1.471680
7955,186.128993,1.471871
7956,183.614000,1.472059
7957,186.687001,1.472250
7958,188.083999,1.472443
7959,203.378993,1.472651
7960,186.477002,1.472842
7961,189.829007,1.473036
7962,187.455997,1.473229
7963,187.943995,1.473422
7964,185.987999,1.473612
7965,185.219993,1.473802
7966,188.852006,1.473995
7967,187.245998,1.474188
7968,185.708996,1.474378
7969,183.544005,1.474566
7970,184.870994,1.474756
7971,189.340994,1.474950
7972,186.477002,1.475141
7973,185.151002,1.475331
7974,184.242002,1.475520
7975,185.429002,1.475710
7976,184.940000,1.475900
7977,184.171993,1.476088
7978,183.194003,1.476276
7979,185.219993,1.476467
7980,210.294005,1.476681
7981,185.290002,1.476872
7982,181.588999,1.477059
7983,187.037003,1.477251
7984,184.242002,1.477440
7985,185.708996,1.477630
7986,185.010998,1.477820
7987,180.192001,1.478005
7988,186.617006,1.478196
7989,184.591001,1.478386
7990,185.151002,1.478576
7991,182.635995,1.478764
7992,184.311997,1.478953
7993,188.363003,1.479146
7994,185.010998,1.479336
7995,185.080004,1.479526
7996,181.658004,1.479713
7997,185.708996,1.479903
7998,182.566000,1.480090
7999,184.801000,1.480280
8000,184.032993,1.480482
8001,202.890995,1.480692
8002,190.388004,1.480888
8003,187.804006,1.481080
8004,184.103003,1.481269
8005,185.220997,1.481460
8006,187.105994,1.481652
8007,183.962999,1.481841
8008,185.359997,1.482031
8009,180.471005,1.482216
8010,189.829996,1.482411
8011,184.941004,1.482601
8012,185.009994,1.482791
8013,178.515998,1.482974
8014,186.896999,1.483166
8015,189.201004,1.483360
8016,185.710000,1.483550
8017,186.197998,1.483741
8018,182.706004,1.483928
8019,185.219993,1.484118
8020,185.918005,1.484308
8021,185.849000,1.484498
8022,188.293998,1.484705
8023,186.687001,1.484897
8024,186.197998,1.485087
8025,190.667997,1.485282
8026,182.635995,1.485470
8027,182.775999,1.485657
8028,185.639001,1.485848
8029,181.727999,1.486034
8030,183.683995,1.486222
8031,181.379000,1.486408
8032,186.756995,1.486600
8033,186.687001,1.486791
8034,183.195007,1.486979
8035,184.243007,1.487168
8036,180.332005,1.487352
8037,185.500001,1.487542
8038,185.219993,1.487732
8039,183.962999,1.487920
8040,182.916003,1.488108
8041,184.032993,1.488297
8042,185.849000,1.488487
8043,201.424002,1.488693
8044,184.243007,1.488882
8045,190.808001,1.489078
8046,230.897000,1.489313
8047,193.530999,1.489512
8048,185.498997,1.489701
8049,185.639001,1.489891
8050,188.014004,1.490084
8051,184.032993,1.490272
8052,186.197998,1.490463
8053,181.658994,1.490650
8054,191.365994,1.490845
8055,186.895995,1.491036
8056,185.219993,1.491226
8057,182.357006,1.491413
8058,185.639001,1.491603
8059,186.826001,1.491795
8060,185.639001,1.491986
8061,183.124997,1.492174
8062,182.567004,1.492361
8063,200.445997,1.492566
8064,191.575993,1.492763
8065,186.687001,1.492954
8066,182.706004,1.493141
8067,189.061000,1.493335
8068,184.311997,1.493523
8069,187.035999,1.493715
8070,185.918994,1.493906
8071,180.750998,1.494091
8072,193.811007,1.494332
8073,182.007003,1.494519
8074,185.498997,1.494710
8075,183.124997,1.494898
8076,189.970000,1.495092
8077,186.058998,1.495284
8078,184.731005,1.495473
8079,185.080004,1.495662
8080,180.471005,1.495848
8081,186.896999,1.496039
8082,183.683995,1.496228
8083,184.172997,1.496417
8084,203.589007,1.496625
8085,189.201004,1.496819
8086,189.270999,1.497013
8087,181.797994,1.497199
8088,181.099997,1.497385
8089,185.010998,1.497575
8090,185.080004,1.497765
8091,185.498997,1.497955
8092,184.032993,1.498144
8093,179.982002,1.498328
8094,187.525002,1.498520
8095,181.238996,1.498706
8096,184.662000,1.498895
8097,180.889998,1.499081
8098,187.245998,1.499273
8099,184.311997,1.499462
8100,183.754004,1.499651
8101,184.660996,1.499843
8102,180.331001,1.500028
8103,184.103003,1.500217
8104,184.731005,1.500407
8105,198.491005,1.500610
8106,186.406993,1.500802
8107,185.710000,1.500992
8108,189.201004,1.501186
8109,188.293998,1.501379
8110,180.471005,1.501564
8111,184.731995,1.501754
8112,183.265001,1.501942
8113,186.477002,1.502133
8114,185.010998,1.502323
8115,180.261006,1.502508
8116,186.267993,1.502699
8117,183.334996,1.502887
8118,185.989004,1.503078
8119,182.076998,1.503264
8120,187.315003,1.503456
8121,185.708996,1.503646
8122,184.242002,1.503835
8123,185.290002,1.504025
8124,179.354000,1.504209
8125,183.822995,1.504397
8126,201.773000,1.504603
8127,186.966005,1.504796
8128,186.617006,1.504987
8129,184.731005,1.505176
8130,184.032993,1.505365
8131,185.918994,1.505556
8132,181.797994,1.505742
8133,186.966005,1.505934
8134,183.753000,1.506122
8135,184.311997,1.506311
8136,184.382006,1.506501
8137,181.866999,1.506687
8138,262.324989,1.506953
8139,189.340994,1.507148
8140,183.544995,1.507336
8141,182.984993,1.507523
8142,185.430006,1.507713
8143,190.039005,1.507907
8144,250.523008,1.508162
8145,232.922001,1.508400
8146,202.052004,1.508608
8147,187.594997,1.508800
8148,187.384998,1.508992
8149,184.242002,1.509181
8150,176.629997,1.509362
8151,180.192001,1.509547
8152,179.074006,1.509730
8153,184.242002,1.509919
8154,154.000998,1.510077
8155,153.790999,1.510235
8156,153.232002,1.510393
8157,154.000998,1.510551
8158,157.773000,1.510713
8159,156.445996,1.510874
8160,156.655005,1.511035
8161,154.630005,1.511194
8162,154.559995,1.511353
8163,154.769004,1.511512
8164,155.538000,1.511672
8165,156.376002,1.511833
8166,156.586000,1.511995
8167,152.673994,1.512152
8168,153.303001,1.512310
8169,151.557004,1.512466
8170,182.008007,1.512653
8171,154.280002,1.512811
8172,158.401002,1.512974
8173,157.912000,1.513137
8174,157.981995,1.513299
8175,164.407000,1.513468
8176,162.312994,1.513635
8177,160.566007,1.513801
8178,164.198005,1.513969
8179,158.890005,1.514133
8180,160.216994,1.514298
8181,158.052004,1.514461
8182,164.127996,1.514629
8183,160.287003,1.514794
8184,160.077994,1.514959
8185,160.495998,1.515124
8186,159.589006,1.515288
8187,162.312004,1.515455
8188,160.146999,1.515620
8189,159.518997,1.515785
8190,160.077005,1.515949
8191,162.662007,1.516116
8192,161.264004,1.516282
8193,157.981995,1.516445
8194,171.252002,1.516621
8195,165.036006,1.516791
8196,164.408004,1.516959
8197,163.081000,1.517127
8198,160.285999,1.517293
8199,159.796997,1.517457
8200,162.661003,1.517624
8201,158.890005,1.517791
8202,164.965997,1.517960
8203,156.166003,1.518122
8204,168.179002,1.518294
8205,162.940007,1.518462
8206,159.867006,1.518627
8207,163.010001,1.518794
8208,156.655005,1.518956
8209,164.896002,1.519125
8210,162.102995,1.519292
8211,160.008000,1.519456
8212,159.449002,1.519620
8213,158.750001,1.519784
8214,165.175996,1.519954
8215,158.890005,1.520117
8216,158.680006,1.520280
8217,162.730998,1.520448
8218,176.560003,1.520629
8219,166.083002,1.520800
8220,161.333999,1.520965
8221,158.331997,1.521129
8222,161.963006,1.521295
8223,160.495998,1.521461
8224,162.381999,1.521628
8225,158.960000,1.521791
8226,150.717999,1.521947
8227,139.405005,1.522091
8228,135.492999,1.522231
8229,136.679999,1.522372
8230,135.841998,1.522512
8231,133.747002,1.522650
8232,136.889998,1.522792
8233,136.051996,1.522932
8234,136.889998,1.523075
8235,138.914998,1.523218
8236,146.457998,1.523413
8237,141.430006,1.523559
8238,132.489993,1.523697
8239,139.334006,1.523841
8240,136.470000,1.523981
8241,136.470000,1.524123
8242,137.308001,1.524265
8243,133.886002,1.524402
8244,154.070003,1.524560
8245,138.356001,1.524703
8246,137.448005,1.524845
8247,134.515998,1.524985
8248,136.679999,1.525126
8249,138.147007,1.525268
8250,138.147007,1.525411
8251,136.960007,1.525552
8252,134.165995,1.525691
8253,135.352995,1.525831
8254,139.473996,1.525975
8255,136.820003,1.526117
8256,133.676993,1.526255
8257,137.169001,1.526397
8258,134.793998,1.526536
8259,136.471004,1.526677
8260,133.606998,1.526815
8261,137.868003,1.526957
8262,137.797004,1.527101
8263,138.076997,1.527243
8264,137.658004,1.527384
8265,134.375994,1.527524
8266,137.030001,1.527665
8267,135.074006,1.527804
8268,136.332004,1.527945
8269,133.188005,1.528083
8270,136.749994,1.528224
8271,137.448995,1.528366
8272,151.066997,1.528523
8273,143.316007,1.528670
8274,134.444999,1.528809
8275,137.868003,1.528952
8276,138.147007,1.529095
8277,134.375994,1.529233
8278,137.448995,1.529375
8279,138.775998,1.529517
8280,136.749994,1.529658
8281,137.727999,1.529800
8282,135.562994,1.529940
8283,137.797004,1.530083
8284,136.051007,1.530223
8285,135.841998,1.530363
8286,137.030001,1.530505
8287,135.492999,1.530645
8288,137.658004,1.530786
8289,136.960007,1.530928
8290,136.400995,1.531069
8291,134.793998,1.531208
8292,139.123993,1.531352
8293,137.866999,1.531494
8294,138.427000,1.531636
8295,136.679999,1.531778
8296,137.936993,1.531920
8297,136.471004,1.532061
8298,136.888993,1.532203
8299,136.960007,1.532344
8300,136.749994,1.532485
8301,163.220000,1.532657
8302,137.587995,1.532799
8303,140.731005,1.532944
8304,134.654998,1.533083
8305,138.217001,1.533225
8306,136.540999,1.533367
8307,136.331000,1.533508
8308,138.566000,1.533651
8309,135.772003,1.533791
8310,136.750998,1.533932
8311,136.400995,1.534073
8312,135.982002,1.534214
8313,136.540999,1.534355
8314,135.982002,1.534495
8315,137.727999,1.534637
8316,138.496005,1.534780
8317,138.566000,1.534924
8318,132.628993,1.535061
8319,138.845004,1.535203
8320,136.960007,1.535345
8321,135.982002,1.535485
8322,134.026006,1.535623
8323,138.007003,1.535766
8324,138.217001,1.535909
8325,138.774994,1.536052
8326,138.147007,1.536194
8327,133.188005,1.536332
8328,137.797993,1.536474
8329,156.096998,1.536635
8330,137.379000,1.536777
8331,135.562004,1.536917
8332,139.055002,1.537060
8333,136.540999,1.537201
8334,136.471004,1.537341
8335,134.935006,1.537481
8336,136.121002,1.537621
8337,135.772003,1.537761
8338,139.473996,1.537905
8339,136.261995,1.538046
8340,133.467998,1.538185
8341,135.562994,1.538324
8342,136.960007,1.538466
8343,136.261006,1.538606
8344,134.725007,1.538745
8345,137.448995,1.538887
8346,139.334996,1.539031
8347,137.169001,1.539172
8348,136.539995,1.539313
8349,134.026996,1.539452
8350,136.820003,1.539592
8351,135.633003,1.539732
8352,136.261006,1.539873
8353,138.008007,1.540016
8354,139.055002,1.540159
8355,137.309005,1.540301
8356,136.749994,1.540443
8357,155.187998,1.540602
8358,136.400995,1.540743
8359,136.051996,1.540884
8360,138.775998,1.541027
8361,137.936993,1.541169
8362,133.815993,1.541308
8363,134.444999,1.541448
8364,136.122006,1.541588
8365,137.169001,1.541729
8366,133.188994,1.541867
8367,139.263997,1.542011
8368,136.051007,1.542150
8369,137.448005,1.542292
8370,136.679999,1.542433
8371,132.419998,1.542570
8372,137.587995,1.542712
8373,138.845004,1.542855
8374,143.035999,1.543003
8375,137.448995,1.543145
8376,138.775998,1.543289
8377,138.566000,1.543433
8378,135.982002,1.543573
8379,133.606998,1.543711
8380,136.400995,1.543851
8381,135.982002,1.543991
8382,138.147007,1.544134
8383,137.727999,1.544276
8384,133.887006,1.544414
8385,156.306007,1.544575
8386,136.960007,1.544716
8387,137.797993,1.544859
8388,135.074006,1.544998
8389,137.448005,1.545140
8390,136.889998,1.545282
8391,135.562994,1.545422
8392,137.099996,1.545563
8393,133.398004,1.545701
8394,135.633003,1.545841
8395,136.261006,1.545981
8396,137.028997,1.546122
8397,134.375994,1.546260
8398,138.147007,1.546403
8399,138.215997,1.546546
8400,141.290002,1.546736
8401,139.263997,1.546883
8402,137.030001,1.547025
8403,141.639001,1.547170
8404,141.569006,1.547316
8405,140.382006,1.547460
8406,138.705000,1.547603
8407,137.727999,1.547746
8408,136.051007,1.547886
8409,139.683994,1.548030
8410,133.049005,1.548168
8411,136.539995,1.548309
8412,135.982002,1.548449
8413,152.604000,1.548606
8414,139.683005,1.548750
8415,133.049005,1.548887
8416,136.540999,1.549029
8417,135.841998,1.549169
8418,136.121002,1.549310
8419,136.400995,1.549450
8420,136.471004,1.549592
8421,136.749994,1.549733
8422,136.471004,1.549873
8423,134.514994,1.550012
8424,134.935006,1.550151
8425,137.099007,1.550292
8426,135.283000,1.550432
8427,137.519004,1.550575
8428,135.352995,1.550714
8429,137.658004,1.550856
8430,138.425996,1.550999
8431,137.377996,1.551141
8432,131.930996,1.551277
8433,137.030001,1.551419
8434,137.448995,1.551559
8435,137.030001,1.551700
8436,137.169001,1.551842
8437,136.539995,1.551983
8438,136.888993,1.552124
8439,134.514994,1.552263
8440,135.633003,1.552404
8441,151.696004,1.552560
8442,140.242002,1.552704
8443,137.937997,1.552847
8444,135.633003,1.552987
8445,135.283000,1.553127
8446,132.418994,1.553264
8447,140.242002,1.553408
8448,136.889998,1.553549
8449,137.448995,1.553692
8450,132.978996,1.553828
8451,139.263997,1.553973
8452,135.772003,1.554113
8453,135.562994,1.554252
8454,133.119000,1.554390
8455,135.982002,1.554531
8456,138.008007,1.554673
8457,135.912007,1.554814
8458,138.286996,1.554956
8459,136.610004,1.555098
8460,141.500001,1.555243
8461,136.610004,1.555385
8462,135.980998,1.555526
8463,134.654998,1.555665
8464,136.960007,1.555806
8465,139.822994,1.555950
8466,137.587995,1.556091
8467,134.864007,1.556230
8468,135.142996,1.556369
8469,151.625994,1.556526
8470,142.197998,1.556672
8471,137.238996,1.556813
8472,134.725007,1.556953
8473,139.544005,1.557096
8474,135.982002,1.557237
8475,138.356001,1.557379
8476,135.074006,1.557519
8477,133.117996,1.557658
8478,137.727999,1.557800
8479,137.030001,1.557941
8480,136.820003,1.558083
8481,134.375994,1.558221
8482,136.400995,1.558362
8483,136.470000,1.558503
8484,135.562994,1.558643
8485,134.026006,1.558782
8486,135.773007,1.558922
8487,136.261006,1.559063
8488,137.658004,1.559205
8489,138.845004,1.559348
8490,136.960007,1.559490
8491,135.492999,1.559630
8492,137.448005,1.559771
8493,137.238996,1.559912
8494,134.654998,1.560052
8495,137.238996,1.560193
8496,135.841998,1.560333
8497,136.400005,1.560474
8498,155.677000,1.560634
8499,133.816997,1.560773
8500,136.750998,1.560914
8501,137.448995,1.561059
8502,138.427000,1.561202
8503,133.467998,1.561340
8504,136.820003,1.561481
8505,136.960007,1.561623
8506,134.444999,1.561762
8507,135.074006,1.561902
8508,137.727999,1.562043
8509,135.982002,1.562184
8510,137.448005,1.562326
8511,135.283000,1.562466
8512,136.539995,1.562607
8513,135.423994,1.562747
8514,136.190996,1.562887
8515,139.124997,1.563030
8516,136.959003,1.563172
8517,140.799995,1.563318
8518,134.793998,1.563457
8519,135.982002,1.563597
8520,137.377996,1.563739
8521,133.955997,1.563877
8522,137.519004,1.564019
8523,136.261006,1.564161
8524,138.008007,1.564303
8525,131.163004,1.564439
8526,150.648993,1.564594
8527,138.147007,1.564736
8528,136.122006,1.564876
8529,138.007003,1.565019
8530,139.683005,1.565164
8531,135.492999,1.565304
8532,138.635995,1.565447
8533,135.353999,1.565587
8534,134.793998,1.565726
8535,135.980998,1.565866
8536,136.471004,1.566007
8537,136.959003,1.566149
8538,134.096001,1.566287
8539,136.889998,1.566429
8540,135.423004,1.566569
8541,135.352995,1.566709
8542,138.635995,1.566852
8543,135.283000,1.566992
8544,140.242002,1.567136
8545,141.708995,1.567282
8546,136.471004,1.567423
8547,133.955997,1.567561
8548,135.352995,1.567702
8549,136.331000,1.567842
8550,137.936993,1.567984
8551,135.283000,1.568124
8552,134.096001,1.568263
8553,137.518000,1.568404
8554,151.208005,1.568560
8555,140.032993,1.568705
8556,135.423004,1.568844
8557,139.893004,1.568988
8558,135.352995,1.569128
8559,138.007003,1.569270
8560,133.886002,1.569408
8561,136.959003,1.569550
8562,136.331000,1.569691
8563,135.352995,1.569830
8564,146.178994,1.570024
8565,136.749994,1.570166
8566,136.471004,1.570307
8567,134.026996,1.570445
8568,135.982002,1.570585
8569,135.841998,1.570726
8570,137.309005,1.570868
8571,141.080003,1.571013
8572,134.654998,1.571153
8573,136.261006,1.571294
8574,134.585003,1.571433
8575,136.889998,1.571575
8576,136.470000,1.571715
8577,136.539995,1.571856
8578,134.236005,1.571995
8579,137.658004,1.572137
8580,134.864997,1.572276
8581,136.960007,1.572418
8582,150.228996,1.572572
8583,138.425996,1.572715
8584,136.889998,1.572856
8585,136.261006,1.572997
8586,136.122006,1.573138
8587,134.026006,1.573276
8588,137.308001,1.573418
8589,136.960007,1.573560
8590,135.841998,1.573700
8591,134.795002,1.573839
8592,134.864007,1.573979
8593,135.841998,1.574120
8594,136.261006,1.574261
8595,135.213995,1.574401
8596,135.562994,1.574541
8597,137.309005,1.574682
8598,137.868003,1.574825
8599,136.051996,1.574965
8600,133.467998,1.575104
8601,138.496005,1.575250
8602,134.935006,1.575389
8603,137.866999,1.575531
8604,137.868003,1.575674
8605,133.887006,1.575812
8606,136.261995,1.575953
8607,135.283000,1.576093
8608,136.331000,1.576233
8609,133.327994,1.576372
8610,147.575003,1.576524
8611,143.105994,1.576671
8612,139.823998,1.576816
8613,136.470000,1.576958
8614,135.912007,1.577098
8615,135.283000,1.577238
8616,138.147007,1.577380
8617,135.074006,1.577519
8618,134.444999,1.577658
8619,135.562994,1.577798
8620,138.217001,1.577940
8621,136.190996,1.578081
8622,135.352995,1.578220
8623,138.286996,1.578363
8624,136.051996,1.578504
8625,137.030001,1.578646
8626,135.982002,1.578786
8627,134.585003,1.578926
8628,136.470000,1.579066
8629,136.261006,1.579207
8630,136.820003,1.579348
8631,134.375994,1.579487
8632,137.099996,1.579628
8633,137.797993,1.579770
8634,136.540999,1.579911
8635,135.352995,1.580051
8636,137.169001,1.580192
8637,135.353999,1.580332
8638,137.377996,1.580474
8639,152.813998,1.580631
8640,135.352995,1.580771
8641,136.610994,1.580912
8642,134.375994,1.581051
8643,137.448005,1.581193
8644,134.096001,1.581332
8645,138.076997,1.581474
8646,135.073002,1.581614
8647,135.003997,1.581753
8648,137.169001,1.581895
8649,136.750998,1.582036
8650,137.448005,1.582178
8651,135.982002,1.582318
8652,137.727999,1.582460
8653,134.935006,1.582599
8654,139.473996,1.582743
8655,141.080993,1.582889
8656,138.914998,1.583032
8657,141.080003,1.583178
8658,138.425996,1.583320
8659,135.773007,1.583460
8660,137.797993,1.583602
8661,136.679999,1.583743
8662,135.562994,1.583883
8663,134.795002,1.584022
8664,136.192000,1.584163
8665,136.539995,1.584304
8666,133.467998,1.584442
8667,154.002002,1.584600
8668,137.727999,1.584742
8669,135.633003,1.584882
8670,137.727999,1.585024
8671,134.654998,1.585163
8672,136.960007,1.585304
8673,137.379000,1.585446
8674,135.562994,1.585586
8675,135.144001,1.585726
8676,136.192000,1.585867
8677,138.984993,1.586010
8678,139.334006,1.586154
8679,132.699002,1.586291
8680,135.562994,1.586431
8681,134.934002,1.586569
8682,136.749994,1.586711
8683,136.820003,1.586852
8684,139.473996,1.586995
8685,137.658004,1.587138
8686,139.473996,1.587282
8687,138.147007,1.587424
8688,132.279994,1.587561
8689,136.471004,1.587701
8690,136.261995,1.587842
8691,137.309005,1.587984
8692,137.099996,1.588126
8693,134.514994,1.588264
8694,141.220007,1.588410
8695,157.073999,1.588571
8696,137.727999,1.588713
8697,133.886002,1.588852
8698,136.261006,1.588993
8699,138.984993,1.589136
8700,134.864997,1.589276
8701,137.518000,1.589421
8702,134.236005,1.589559
8703,135.353999,1.589699
8704,135.841998,1.589839
8705,137.308001,1.589982
8706,136.471004,1.590122
8707,137.866999,1.590264
8708,136.539995,1.590406
8709,137.448005,1.590548
8710,133.676993,1.590686
8711,134.934002,1.590825
8712,137.169001,1.590967
8713,139.683005,1.591111
8714,136.540999,1.591253
8715,134.375994,1.591391
8716,137.518000,1.591533
8717,134.236005,1.591671
8718,135.772003,1.591812
8719,135.843002,1.591951
8720,138.706004,1.592095
8721,136.471004,1.592235
8722,136.889998,1.592377
8723,146.109000,1.592528
8724,140.521995,1.592673
8725,136.539995,1.592814
8726,137.238996,1.592955
8727,139.612996,1.593098
8728,140.731005,1.593285
8729,140.800999,1.593430
8730,137.448005,1.593571
8731,137.518000,1.593714
8732,133.606998,1.593851
8733,136.261006,1.593993
8734,136.749994,1.594133
8735,137.658004,1.594275
8736,139.893004,1.594420
8737,139.612996,1.594564
8738,137.727999,1.594706
8739,137.379000,1.594848
8740,139.334006,1.594991
8741,136.681003,1.595134
8742,138.845004,1.595277
8743,137.448005,1.595419
8744,137.238996,1.595561
8745,136.122006,1.595700
8746,134.864007,1.595839
8747,135.562004,1.595979
8748,140.172997,1.596124
8749,135.841998,1.596264
8750,133.676993,1.596402
8751,149.740998,1.596557
8752,138.496005,1.596700
8753,136.820003,1.596841
8754,135.631999,1.596982
8755,135.912007,1.597122
8756,136.749994,1.597263
8757,136.331000,1.597405
8758,137.936993,1.597547
8759,135.003997,1.597686
8760,136.959003,1.597828
8761,137.028997,1.597969
8762,136.400995,1.598110
8763,133.955997,1.598248
8764,134.446003,1.598387
8765,135.352995,1.598526
8766,137.028997,1.598668
8767,136.192000,1.598808
8768,134.864997,1.598947
8769,134.654998,1.599087
8770,135.352995,1.599227
8771,136.261995,1.599368
8772,133.676993,1.599506
8773,138.774994,1.599649
8774,136.960007,1.599791
8775,135.003997,1.599930
8776,137.727999,1.600072
8777,135.631999,1.600211
8778,139.124997,1.600354
8779,136.820003,1.600496
8780,158.120994,1.600658
8781,133.747002,1.600797
8782,137.377996,1.600939
8783,136.470000,1.601080
8784,135.074006,1.601220
8785,134.585003,1.601358
8786,135.702998,1.601498
8787,134.375994,1.601637
8788,138.007003,1.601780
8789,135.773007,1.601920
8790,136.122006,1.602060
8791,135.982002,1.602201
8792,135.982002,1.602341
8793,136.610994,1.602482
8794,133.258000,1.602619
8795,138.076997,1.602762
8796,136.261995,1.602903
8797,140.731005,1.603048
8798,138.845004,1.603191
8799,137.379000,1.603333
8800,136.540999,1.603475
8801,135.283000,1.603618
8802,135.074006,1.603757
8803,134.026996,1.603896
8804,140.171993,1.604041
8805,137.936993,1.604183
8806,134.864997,1.604323
8807,133.747002,1.604460
8808,148.623003,1.604613
8809,136.959003,1.604754
8810,136.959003,1.604896
8811,136.400995,1.605037
8812,134.096001,1.605175
8813,136.331000,1.605316
8814,135.074006,1.605455
8815,137.658993,1.605598
8816,133.815993,1.605736
8817,137.448005,1.605877
8818,134.096001,1.606016
8819,141.290002,1.606161
8820,137.379000,1.606303
8821,133.816997,1.606441
8822,136.679999,1.606583
8823,136.749994,1.606725
8824,138.914998,1.606867
8825,136.471004,1.607008
8826,141.220007,1.607154
8827,140.172997,1.607298
8828,135.982002,1.607437
8829,135.003997,1.607576
8830,134.446003,1.607715
8831,135.352995,1.607855
8832,135.423004,1.607995
8833,138.427000,1.608137
8834,133.676993,1.608276
8835,137.868003,1.608417
8836,152.395005,1.608574
8837,137.309005,1.608716
8838,133.887006,1.608854
8839,133.327994,1.608992
8840,136.471004,1.609133
8841,137.309005,1.609275
8842,138.914998,1.609419
8843,134.585003,1.609557
8844,136.889998,1.609698
8845,137.448995,1.609840
8846,134.725007,1.609979
8847,135.352995,1.610119
8848,136.122006,1.610260
8849,137.238996,1.610402
8850,135.701994,1.610542
8851,135.633003,1.610682
8852,134.375994,1.610821
8853,137.238996,1.610963
8854,141.569006,1.611110
8855,137.518000,1.611251
8856,136.749994,1.611393
8857,138.008007,1.611535
8858,135.841998,1.611676
8859,137.518000,1.611818
8860,136.471004,1.611960
8861,140.103002,1.612104
8862,137.030001,1.612244
8863,136.960007,1.612385
8864,154.210007,1.612543
8865,135.912007,1.612684
8866,136.471004,1.612825
8867,135.773007,1.612965
8868,135.841998,1.613105
8869,135.284005,1.613245
8870,138.425996,1.613388
8871,137.379000,1.613530
8872,137.936993,1.613673
8873,136.051996,1.613813
8874,134.585003,1.613952
8875,137.936993,1.614095
8876,136.610994,1.614236
8877,135.701994,1.614376
8878,134.864007,1.614516
8879,138.845993,1.614659
8880,135.492999,1.614799
8881,138.845993,1.614942
8882,136.400995,1.615084
8883,140.521006,1.615229
8884,138.774994,1.615373
8885,137.868003,1.615515
8886,138.706004,1.615658
8887,134.165995,1.615797
8888,134.864997,1.615936
8889,136.610994,1.616077
8890,135.423004,1.616217
8891,142.685996,1.616404
8892,151.207001,1.616560
8893,138.635995,1.616704
8894,138.566000,1.616847
8895,136.332004,1.616988
8896,135.074006,1.617127
8897,135.074006,1.617267
8898,136.122006,1.617407
8899,137.658004,1.617550
8900,138.566000,1.617692
8901,138.357005,1.617838
8902,136.332004,1.617980
8903,134.165995,1.618119
8904,136.540999,1.618259
8905,132.909001,1.618397
8906,136.331000,1.618538
8907,137.028997,1.618678
8908,138.147007,1.618821
8909,133.188994,1.618958
8910,138.635995,1.619102
8911,139.893004,1.619247
8912,135.423004,1.619385
8913,134.793998,1.619524
8914,134.864997,1.619664
8915,137.099996,1.619805
8916,137.377996,1.619947
8917,138.845004,1.620090
8918,135.073002,1.620229
8919,136.539995,1.620370
8920,149.461004,1.620524
8921,141.080003,1.620670
8922,134.585003,1.620809
8923,138.914998,1.620952
8924,137.936993,1.621095
8925,136.331000,1.621236
8926,138.076997,1.621379
8927,133.887006,1.621517
8928,135.492999,1.621657
8929,135.982002,1.621797
8930,136.540999,1.621939
8931,133.608002,1.622077
8932,139.753000,1.622221
8933,137.379000,1.622363
8934,136.261006,1.622504
8935,132.909001,1.622642
8936,136.749994,1.622783
8937,139.962998,1.622927
8938,140.450997,1.623073
8939,138.076997,1.623215
8940,137.937997,1.623357
8941,136.820003,1.623498
8942,139.683005,1.623643
8943,141.080003,1.623788
8944,132.699002,1.623926
8945,139.123993,1.624070
8946,137.030001,1.624212
8947,136.749994,1.624354
8948,137.519004,1.624496
8949,156.933995,1.624657
8950,136.610004,1.624797
8951,135.702998,1.624938
8952,136.749994,1.625079
8953,134.585003,1.625218
8954,136.471004,1.625359
8955,138.356001,1.625503
8956,135.912007,1.625643
8957,132.419998,1.625780
8958,137.727999,1.625922
8959,137.936993,1.626064
8960,136.261995,1.626205
8961,136.122006,1.626346
8962,133.606998,1.626483
8963,135.423004,1.626621
8964,136.331000,1.626763
8965,136.261006,1.626903
8966,134.864007,1.627042
8967,137.658004,1.627183
8968,138.427000,1.627325
8969,134.864007,1.627465
8970,138.007003,1.627607
8971,133.957001,1.627745
8972,136.749994,1.627886
8973,135.003997,1.628025
8974,137.866999,1.628168
